ans_idx,symptoms,persona,model_ans
0,心血不足、健忘、失眠神疲,我最近睡眠很差，常常睡不著，就算睡著了也很容易醒來，而且醒來後會覺得很累、沒精神。我還很健忘，常常忘記事情，而且心臟好像跳得很無力。,a
0,心血不足、健忘、口舌生瘡,我最近睡眠很差，常常覺得心臟無力、記憶力變差，嘴巴和舌頭也破破爛爛的。,a
0,心血不足、口舌生瘡、思慮過度,我最近睡得很差，常常覺得心臟無力、氣血不足，嘴巴和舌頭也破破爛爛的，可能是想太多、壓力太大了。,a
0,心血不足、口舌生瘡、心悸虛煩,我最近睡眠很差，常常心悸、心煩意亂，還容易口乾舌燥、嘴巴破洞。,a
0,心血不足、口舌生瘡、失眠神疲,我最近睡得很差，常常覺得心臟無力、氣血不足，嘴巴和舌頭也破破爛爛的，整個人都很疲倦，晚上也睡不著。,a
0,心血不足、口舌生瘡、健忘,我最近睡眠很差，常常覺得心臟無力、氣血不足，嘴巴和舌頭也容易破洞長瘡，而且記憶力變得很差。,a
0,心悸虛煩、思慮過度、心血不足,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁不安。想事情想太多，感覺心神耗弱，氣血不足。,a
0,心悸虛煩、思慮過度、失眠神疲,我最近睡得很差，心臟一直跳很快，感覺很煩躁，腦子裡一直胡思亂想，怎麼都睡不著，醒來後也覺得很累。,a
0,心悸虛煩、思慮過度、健忘,我最近睡得很差，心臟老是怦怦跳，腦子裡一直胡思亂想，記性也變差了，什麼事都記不住。,a
0,心悸虛煩、思慮過度、口舌生瘡,我最近睡得很差，心臟一直跳很快，人也容易煩躁，腦子裡一直胡思亂想，嘴巴和舌頭都破了。,a
0,心悸虛煩、心血不足、思慮過度,我最近睡得很差，心臟一直跳很快，而且很煩躁，感覺心血不足，可能是因為最近想太多事情了。,a
0,心悸虛煩、心血不足、失眠神疲,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁，感覺心血不足，晚上睡不著，白天精神很差。,a
0,心悸虛煩、心血不足、健忘,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁，記性也變差了，好像心血不足一樣。,a
0,心悸虛煩、心血不足、口舌生瘡,我最近睡得很差，心臟一直跳很快，人也容易煩躁，感覺心血不足。而且嘴巴和舌頭都破了，很痛。,a
0,心悸虛煩、失眠神疲、思慮過度,我最近睡得很差，心臟一直跳很快，人也容易煩躁不安。晚上睡不著，白天精神很差，腦子裡一直胡思亂想。,a
0,心悸虛煩、失眠神疲、心血不足,我最近睡得很差，心臟一直跳很快，人也容易煩躁不安。晚上睡不著，白天又沒精神，感覺心臟好像快沒力了。,c
0,心悸虛煩、失眠神疲、健忘,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁不安。晚上睡不著，白天精神很差，記憶力也變差了。,a
0,心悸虛煩、失眠神疲、口舌生瘡,我最近睡得很差，心臟一直跳很快，人也容易煩躁不安，晚上睡不著，白天精神很差，嘴巴和舌頭還破了。,a
0,心悸虛煩、健忘、思慮過度,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁不安。記憶力變差，想事情也比以前更久。,a
0,心悸虛煩、健忘、心血不足,我最近睡眠很差，常常心悸、心煩意亂，記性也變差了，感覺心臟好像沒力氣一樣。,a
0,心悸虛煩、健忘、失眠神疲,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁不安。記憶力變差，常常忘東忘西。晚上睡不著，白天又提不起精神。,a
0,心悸虛煩、健忘、口舌生瘡,我最近睡得很差，心臟老是怦怦跳，人也容易煩躁不安。記性也變差了，常常忘東忘西。嘴巴裡還破了好多洞。,a
0,心悸虛煩、口舌生瘡、思慮過度,我最近睡得很差，心臟一直跳很快，人也容易煩躁不安。嘴巴和舌頭上還長了許多破洞，可能是因為我最近想太多事情了。,a
0,心悸虛煩、口舌生瘡、心血不足,我最近睡得很差，心臟一直跳很快，人也容易煩躁不安。嘴巴和舌頭上還長了許多破洞，感覺心血不足。,a
0,心悸虛煩、口舌生瘡、失眠神疲,最近睡覺老是心悸、煩躁不安，嘴巴破洞、舌頭長瘡，整個人疲倦沒精神，晚上怎麼躺都睡不著。,a
0,心悸虛煩、口舌生瘡、健忘,最近睡覺老是心悸、心煩，醒來後口舌破洞，記性也變差了。,a
0,失眠神疲、思慮過度、心血不足,我最近失眠，睡不著，就算睡著了也睡不沉，醒來後還是很累。而且我常常胡思亂想，想太多，感覺心臟無力，氣血不足。,a
0,失眠神疲、思慮過度、心悸虛煩,我最近失眠得很嚴重，每天晚上都睡不著，白天也覺得很累，腦子裡一直胡思亂想，心臟跳得很快，人也煩躁不安。,a
0,失眠神疲、思慮過度、健忘,我最近失眠很嚴重，每天晚上都睡不著，白天精神很差，很容易疲倦。而且我最近想太多，記憶力也變差了，很多事情都記不住。,a
0,失眠神疲、思慮過度、口舌生瘡,我最近失眠得很嚴重，每天晚上都睡不著，白天精神很差，一直胡思亂想，嘴巴和舌頭都破了。,a
0,失眠神疲、心血不足、思慮過度,我最近失眠得很嚴重，整天都覺得很累，沒精神。而且我心臟好像不太好，常常覺得心悸，晚上也睡不好。可能是因為我最近想太多事情，壓力太大了。,a
0,失眠神疲、心血不足、心悸虛煩,我最近失眠得很嚴重，整天都覺得很累，好像心臟沒力氣一樣，還會心悸、煩躁不安。,c
0,失眠神疲、心血不足、健忘,我最近失眠很嚴重，每天晚上都睡不著，白天精神很差，很容易累。而且我最近記憶力變得很差，常常忘記事情。,f
0,失眠神疲、心血不足、口舌生瘡,我最近失眠，整天都覺得很累，好像心血不足一樣。嘴巴和舌頭也破破爛爛的，很痛。,a
0,失眠神疲、心悸虛煩、思慮過度,我最近失眠得很嚴重，整天都覺得很累，心臟跳得很快，人也煩躁不安，腦子裡一直胡思亂想。,a
0,失眠神疲、心悸虛煩、心血不足,我最近失眠，睡不著也睡不好，整天都覺得很累、沒精神。心臟跳得很快，人也煩躁不安，感覺心血不足。,a
0,失眠神疲、心悸虛煩、健忘,我最近失眠很嚴重，每天晚上都睡不著，白天精神很差，心臟跳得很快，人也煩躁不安，記憶力也變差了。,a
0,失眠神疲、心悸虛煩、口舌生瘡,我最近失眠得很嚴重，整天都覺得很累，心臟跳得很快，人也煩躁不安，嘴巴和舌頭上還長了好多小瘡。,a
0,失眠神疲、健忘、思慮過度,我最近失眠很嚴重，每天晚上都睡不著，白天精神很差，很容易累。而且記憶力變差，想事情也變得很慢，常常胡思亂想。,a
0,失眠神疲、健忘、心血不足,我最近失眠，睡不著也睡不好，白天精神很差，記性也變差了，感覺心臟無力，氣血不足。,b
0,失眠神疲、健忘、心悸虛煩,我最近失眠很嚴重，每天晚上都睡不著，白天精神很差，記憶力也變差了。而且心臟跳得很快，常常覺得心煩意亂。,a
0,失眠神疲、健忘、口舌生瘡,我最近失眠得很嚴重，每天晚上都睡不著，白天精神很差，記憶力也變差了。而且嘴巴裡還長了好多小瘡，又痛又難受。,a
0,失眠神疲、口舌生瘡、思慮過度,我最近失眠得很嚴重，每天晚上都睡不著，白天精神很差，很疲倦。而且我的嘴巴和舌頭都長了瘡，可能是因為我最近想太多事情了。,a
0,失眠神疲、口舌生瘡、心血不足,我最近失眠，整天都覺得很累，嘴巴和舌頭破洞，感覺心臟無力。,a
0,失眠神疲、口舌生瘡、心悸虛煩,我最近失眠得很嚴重，整天都覺得很累，嘴巴和舌頭上還長了好多破洞，心臟也一直跳很快，感覺很煩躁。,a
0,失眠神疲、口舌生瘡、健忘,最近我失眠得很嚴重，每天晚上都睡不著，白天精神很差，很疲倦。而且我的嘴巴和舌頭上長了很多小瘡，記性也變得很差，很多事情都記不住。,a
0,健忘、思慮過度、心血不足,我最近記憶力變差，常常忘記事情，而且想太多，心神不寧，感覺心臟無力。,a
0,健忘、思慮過度、心悸虛煩,我最近記憶力變差，常常忘記事情，而且想太多，心臟跳得很快，人也覺得煩躁不安。,a
0,健忘、思慮過度、失眠神疲,我最近記憶力變差，常常忘記事情，而且想太多，晚上睡不著，白天精神很差。,a
0,健忘、思慮過度、口舌生瘡,我最近睡得很差，常常健忘事情，想太多，嘴巴和舌頭都破了。,a
0,健忘、心血不足、思慮過度,我最近記憶力變差，常常忘記事情，而且容易心悸、氣短，可能是因為想太多、壓力太大。,a
0,健忘、心血不足、心悸虛煩,我最近記憶力變差，容易忘記事情，而且心臟無力、跳得很快，常常心煩意亂，睡也睡不好。,a
0,健忘、心血不足、失眠神疲,我最近記憶力變差，常常忘記事情，而且心臟無力、氣血不足，晚上睡不著，白天精神很差。,a
0,健忘、心血不足、口舌生瘡,我最近記憶力變差，容易忘記事情，而且常常覺得心悸、氣短，嘴巴破洞、舌頭也痛。,a
0,健忘、心悸虛煩、思慮過度,我最近記憶力變差，常常忘記事情。睡覺時心悸、心煩意亂，白天也容易胡思亂想，想太多。,a
0,健忘、心悸虛煩、心血不足,我最近記憶力變差，容易忘記事情。睡覺時心悸、心煩意亂，感覺心臟跳得很快，好像心血不足一樣。,a
0,健忘、心悸虛煩、失眠神疲,我最近記憶力變差，容易忘記事情，心臟也跳得很快，常常覺得煩躁不安，晚上睡不著，白天精神很差。,a
0,健忘、心悸虛煩、口舌生瘡,我最近記憶力變差，容易忘記事情，心臟也跳得很快，常常覺得煩躁不安，嘴巴破洞、舌頭長瘡。,a
0,健忘、失眠神疲、思慮過度,我最近記憶力變差，晚上睡不著，白天精神很差，一直胡思亂想。,a
0,健忘、失眠神疲、心血不足,我最近記憶力變差，晚上睡不著，白天精神很差，而且常常覺得心臟無力。,a
0,健忘、失眠神疲、心悸虛煩,我最近記憶力變差，晚上睡不著，白天精神很差，心臟跳得很快，人也煩躁不安。,a
0,健忘、失眠神疲、口舌生瘡,我最近記憶力變差，晚上睡不著，白天精神很差，而且嘴巴破了好多洞。,a
0,健忘、口舌生瘡、思慮過度,我最近記憶力變差，常常忘記事情，嘴巴裡也破了好多洞，而且一直胡思亂想，腦子停不下來。,a
0,健忘、口舌生瘡、心血不足,我最近記憶力變差，常常忘記事情，嘴巴和舌頭也破破爛爛的，而且覺得心臟無力，好像血不夠一樣。,a
0,健忘、口舌生瘡、心悸虛煩,我最近記憶力變差，常常忘記事情，嘴巴破洞、長瘡，心臟跳很快，人也容易煩躁不安。,a
0,健忘、口舌生瘡、失眠神疲,我最近記憶力變差，常常忘記事情，嘴巴破洞、長瘡，晚上睡不著，白天精神很差。,a
0,口舌生瘡、思慮過度、心血不足,我最近睡得很差，嘴巴和舌頭都破了，腦子一直胡思亂想，感覺心臟快沒力了。,a
0,口舌生瘡、思慮過度、心悸虛煩,我最近睡得很差，嘴巴和舌頭都破了，腦子一直胡思亂想，停不下來，心臟也跳得很快，感覺很煩躁。,a
0,口舌生瘡、思慮過度、失眠神疲,我最近睡得很差，嘴巴和舌頭都破了，腦子一直胡思亂想，翻來覆去睡不著，醒來後還是很累。,a
0,口舌生瘡、思慮過度、健忘,我最近睡得很差，嘴巴和舌頭都破了，腦子一直胡思亂想，記性也變得很差。,a
0,口舌生瘡、心血不足、思慮過度,我最近睡得很差，嘴巴和舌頭都破了，感覺心臟無力，好像血不夠，可能是想太多造成的。,a
0,口舌生瘡、心血不足、心悸虛煩,我最近睡得很差，嘴巴和舌頭都破了，感覺心臟無力，跳得很快，人也煩躁不安。,a
0,口舌生瘡、心血不足、失眠神疲,我最近睡得很差，嘴巴和舌頭都破了，感覺心臟沒力，整個人很累，晚上也睡不著。,a
0,口舌生瘡、心血不足、健忘,我最近睡眠很差，嘴巴和舌頭都破了，感覺心臟無力，記憶力也變差了。,a
0,口舌生瘡、心悸虛煩、思慮過度,我最近睡得很差，嘴巴和舌頭都破了，心臟跳得很快，人也煩躁不安，腦子裡一直胡思亂想。,a
0,口舌生瘡、心悸虛煩、心血不足,我最近睡得很差，嘴巴和舌頭都破了，心臟跳得很快，人也煩躁不安，感覺心血不足。,a
0,口舌生瘡、心悸虛煩、失眠神疲,最近睡覺睡不好，嘴巴和舌頭破洞，心臟跳很快，心情煩躁，整個人很累，但就是睡不著。,a
0,口舌生瘡、心悸虛煩、健忘,我最近睡得很差，嘴巴和舌頭都破了，心臟跳得很快，人也煩躁不安，記憶力也變差了。,a
0,口舌生瘡、失眠神疲、思慮過度,我最近睡得很差，嘴巴和舌頭都破了，晚上睡不著，白天精神很差，一直胡思亂想。,a
0,口舌生瘡、失眠神疲、心血不足,我最近睡得很差，嘴巴和舌頭都破了，整天都覺得很累、沒精神，感覺心臟好像不太有力氣。,a
0,口舌生瘡、失眠神疲、心悸虛煩,我最近睡得很差，嘴巴和舌頭都破了，晚上睡不著，白天精神很差，心臟跳得很快，人也煩躁不安。,a
0,口舌生瘡、失眠神疲、健忘,最近睡覺睡不好，嘴巴和舌頭都破了，晚上睡不著，白天精神很差，記性也變得很差。,a
0,口舌生瘡、健忘、思慮過度,我最近睡得很差，嘴巴和舌頭都破了，記性也變差，常常胡思亂想，腦子停不下來。,a
0,口舌生瘡、健忘、心血不足,我最近睡眠很差，嘴巴和舌頭都破了，記性也變得很差，感覺心臟無力，好像血不夠一樣。,a
0,口舌生瘡、健忘、心悸虛煩,最近睡得很差，嘴巴破洞、記性變差，心臟跳很快，人也煩躁不安。,a
0,口舌生瘡、健忘、失眠神疲,我最近睡得很差，嘴巴和舌頭都破了，記性也變差，晚上睡不著，白天沒精神。,a
1,思慮過度、勞傷心脾、健忘不眠,我最近壓力很大，腦子裡一直胡思亂想，睡覺時也睡不著，就算睡著了也很容易醒來，而且記性變得很差。,a
1,思慮過度、勞傷心脾、盜汗虛熱,我最近睡得很差，腦子裡一直胡思亂想，停不下來，感覺心很累，晚上還會盜汗，身體發熱。,e
1,思慮過度、勞傷心脾、食少體倦,最近壓力很大，腦子裡一直胡思亂想，睡不著。就算睡著了，也容易醒來，醒來後就覺得很累、沒精神，吃不下東西。,b
1,思慮過度、勞傷心脾、脾不統血,我最近睡得很差，腦子裡一直胡思亂想，停不下來，感覺心很累，脾胃也不太好，容易出血。,b
1,思慮過度、勞傷心脾、心脾兩虛氣血不足者,我最近睡得很差，腦子裡一直胡思亂想，停不下來，感覺心臟很累，氣血也不足。,b
1,思慮過度、健忘不眠、勞傷心脾,我最近壓力很大，腦子裡一直胡思亂想，什麼都忘不了，晚上睡不著，就算睡著了也容易醒，感覺心很累。,a
1,思慮過度、健忘不眠、盜汗虛熱,我最近睡得很差，腦子裡一直胡思亂想，很多事情都記不住。晚上睡不著，就算睡著了也會盜汗，醒來後覺得很熱。,b
1,思慮過度、健忘不眠、食少體倦,我最近腦子一直轉個不停，想很多事情，結果晚上睡不著，白天又容易忘東忘西，吃不下東西，人也變得很累。,b
1,思慮過度、健忘不眠、脾不統血,我最近腦子一直轉個不停，想東想西，結果晚上睡不著，白天又容易忘東忘西。而且我脾胃不好，常常消化不良，臉色也比較蒼白。,b
1,思慮過度、健忘不眠、心脾兩虛氣血不足者,我最近思緒很亂，想太多事情，常常健忘，晚上睡不著，就算睡著了也很容易醒來，而且心悸、氣短，感覺身體很虛弱。,a
1,思慮過度、盜汗虛熱、勞傷心脾,我最近睡得很差，腦子裡一直胡思亂想，停不下來。睡著後還會盜汗，醒來後覺得身體很熱，很累。,e
1,思慮過度、盜汗虛熱、健忘不眠,我最近睡得很差，腦子裡一直胡思亂想，停不下來。睡著後還會盜汗、覺得很熱，醒來後常常健忘，而且整晚都睡不著。,e
1,思慮過度、盜汗虛熱、食少體倦,我最近睡得很差，腦子裡一直胡思亂想，停不下來。睡著後還會盜汗，醒來後覺得身體很熱，吃不下東西，人也累累的。,e
1,思慮過度、盜汗虛熱、脾不統血,我最近睡得很差，腦子裡一直胡思亂想，停不下來。睡著後還會盜汗，醒來後覺得身體虛熱。而且我脾胃不好，容易出血。,b
1,思慮過度、盜汗虛熱、心脾兩虛氣血不足者,我最近睡得很差，腦子裡一直胡思亂想，睡著後還會盜汗、覺得很熱。我感覺自己心臟和脾胃都很虛弱，氣血也不足。,b
1,思慮過度、食少體倦、勞傷心脾,最近我思緒很亂，想太多事情，導致食慾不振、身體疲倦，感覺心神受損。,b
1,思慮過度、食少體倦、健忘不眠,我最近壓力很大，腦子裡一直胡思亂想，睡不著。就算勉強睡著了，也睡得很淺，很容易醒。而且食慾變差，身體疲倦，記憶力也變差了。,b
1,思慮過度、食少體倦、盜汗虛熱,我最近睡得很差，腦子裡一直胡思亂想，停不下來。吃不下東西，身體很疲倦，晚上睡覺還會盜汗，覺得身體很熱。,b
1,思慮過度、食少體倦、脾不統血,我最近睡得很差，腦子裡一直胡思亂想，停不下來。吃不下東西，身體很疲倦，而且容易瘀青。,b
1,思慮過度、食少體倦、心脾兩虛氣血不足者,我最近睡得很差，腦子裡一直胡思亂想，停不下來。吃不下東西，人也累累的，感覺心臟和脾胃都很虛弱，氣血也不足。,b
1,思慮過度、脾不統血、勞傷心脾,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我脾胃不好，容易消化不良，心臟也覺得很累。,b
1,思慮過度、脾不統血、健忘不眠,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且記性變得很差，晚上睡不著，白天也提不起精神。,a
1,思慮過度、脾不統血、盜汗虛熱,我最近睡得很差，腦子裡一直胡思亂想，停不下來。睡著後還會盜汗，醒來後覺得身體虛熱。,e
1,思慮過度、脾不統血、食少體倦,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且脾胃不好，吃不下東西，人也越來越沒精神。,b
1,思慮過度、脾不統血、心脾兩虛氣血不足者,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我脾胃不好，容易出血，氣血也不足，心臟也虛弱。,b
1,思慮過度、心脾兩虛氣血不足者、勞傷心脾,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我很容易心悸、氣短，感覺身體很虛弱，好像隨時會累垮。,a
1,思慮過度、心脾兩虛氣血不足者、健忘不眠,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我很容易健忘，晚上睡不著，白天也提不起精神。,a
1,思慮過度、心脾兩虛氣血不足者、盜汗虛熱,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我很容易出汗，即使在涼爽的環境中，也會覺得很熱。,e
1,思慮過度、心脾兩虛氣血不足者、食少體倦,我最近睡不好，腦子裡一直胡思亂想，停不下來。白天也覺得很累，沒什麼食慾，身體也懶洋洋的。,b
1,思慮過度、心脾兩虛氣血不足者、脾不統血,我最近睡得很差，腦子裡一直胡思亂想，停不下來。而且我很容易心悸、氣短，臉色蒼白，嘴唇沒有血色。,a
1,勞傷心脾、思慮過度、健忘不眠,最近工作壓力大，常常胡思亂想，睡不著覺。就算勉強睡著了，也很容易醒來，而且記性變差了。,a
1,勞傷心脾、思慮過度、盜汗虛熱,最近壓力很大，常常胡思亂想，睡覺時會盜汗，醒來後覺得身體虛熱，心神不寧。,b
1,勞傷心脾、思慮過度、食少體倦,最近壓力很大，想太多、睡不好，吃不下也提不起勁。,b
1,勞傷心脾、思慮過度、脾不統血,最近壓力很大，想太多事情，導致心神不寧，睡不好。睡著後容易做夢、驚醒，醒來後心悸、口乾舌燥。,f
1,勞傷心脾、思慮過度、心脾兩虛氣血不足者,我最近壓力很大，常常胡思亂想，睡覺時心悸、盜汗，白天精神不濟，容易疲倦。,b
1,勞傷心脾、健忘不眠、思慮過度,最近工作壓力大，導致我心神不寧，晚上睡不著，就算睡著了也很容易醒來，而且記憶力變差，常常忘東忘西。,f
1,勞傷心脾、健忘不眠、盜汗虛熱,最近我常覺得心神不寧，記憶力變差，晚上睡不著，就算睡著了也會盜汗，身體發熱。,b
1,勞傷心脾、健忘不眠、食少體倦,最近我常覺得心神不寧，記憶力變差，晚上睡不著，白天又提不起勁，吃不下東西，人也變得很疲倦。,b
1,勞傷心脾、健忘不眠、脾不統血,最近我常常睡不好，容易健忘，而且心神不寧，晚上睡覺時還會心悸，醒來後覺得很累。,c
1,勞傷心脾、健忘不眠、心脾兩虛氣血不足者,我最近睡眠很差，可能是因為工作太累，心神受損，導致記憶力變差，晚上睡不著，而且氣血不足，身體虛弱。,b
1,勞傷心脾、盜汗虛熱、思慮過度,最近壓力很大，常常睡不好。躺下後心神不寧，盜汗又覺得身體很熱，腦子裡一直胡思亂想。,e
1,勞傷心脾、盜汗虛熱、健忘不眠,最近我常睡不好，可能是工作太累了，心神不寧，晚上睡覺時常盜汗，身體很熱，白天卻容易健忘，晚上也睡不著。,e
1,勞傷心脾、盜汗虛熱、食少體倦,最近我常睡不好，感覺心神耗弱，容易疲倦，晚上睡覺時還會盜汗，身體發熱，食慾也不太好。,b
1,勞傷心脾、盜汗虛熱、脾不統血,最近睡眠很差，可能是太累了，心神不寧，盜汗又覺得身體很熱，而且容易流鼻血。,e
1,勞傷心脾、盜汗虛熱、心脾兩虛氣血不足者,我最近睡眠很差，可能是因為太勞累了，心臟和脾胃都受損了。晚上睡覺時常盜汗，身體虛熱，而且氣血不足，心脾兩虛。,b
1,勞傷心脾、食少體倦、思慮過度,最近壓力很大，常常想太多，導致心神疲憊，食慾不振，身體也覺得很累。,b
1,勞傷心脾、食少體倦、健忘不眠,最近工作壓力大，心神耗損，導致睡眠不好。吃不下東西，身體疲倦，記憶力也變差了。,b
1,勞傷心脾、食少體倦、盜汗虛熱,最近我常睡不好，感覺心神疲憊，吃不下東西，身體很累，晚上還會盜汗，覺得身體很虛。,b
1,勞傷心脾、食少體倦、脾不統血,最近我常常睡不好，感覺心神疲憊，吃不下東西，身體也懶洋洋的，而且容易瘀青。,b
1,勞傷心脾、食少體倦、心脾兩虛氣血不足者,最近我常常睡不好，容易累，吃不下東西，心悸氣短，感覺身體很虛。,b
1,勞傷心脾、脾不統血、思慮過度,最近壓力很大，想太多事情，導致心神不寧，睡不好。睡著後容易驚醒，醒來後心悸，還會有口苦、噁心的感覺。,d
1,勞傷心脾、脾不統血、健忘不眠,最近我常常睡不好，容易健忘，而且一躺下就覺得心臟很累，好像快跳出來一樣。,a
1,勞傷心脾、脾不統血、盜汗虛熱,最近我睡眠很差，白天工作很累，晚上卻睡不著，就算睡著了也會盜汗，醒來後覺得身體很虛。,h
1,勞傷心脾、脾不統血、食少體倦,最近我常常睡不好，感覺心神疲憊，容易健忘，吃不下東西，身體也懶洋洋的。,b
1,勞傷心脾、脾不統血、心脾兩虛氣血不足者,我最近睡眠很差，容易心悸、失眠，而且氣色不好，臉色蒼白，手腳冰冷。,c
1,勞傷心脾、心脾兩虛氣血不足者、思慮過度,我最近睡眠很差，可能是因為工作壓力太大，常常胡思亂想，導致心神不寧，氣血不足，所以睡不著。,a
